County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages
1	Albany	5	Transportation & Public Utilities	1985	11523	307635009	513.41	26697
1	Albany	5	Transportation & Public Utilities	1986	11379	315294806	532.87	27709
1	Albany	5	Transportation & Public Utilities	1987	11743	334788403	548.27	28510
1	Albany	5	Transportation & Public Utilities	1988	12314	355840062	555.72	28898
1	Albany	5	Transportation & Public Utilities	1989	12550	367995359	563.91	29324
1	Albany	5	Transportation & Public Utilities	1990	12717	386710842	584.77	30408
1	Albany	5	Transportation & Public Utilities	1991	12636	398104689	605.89	31506
1	Albany	5	Transportation & Public Utilities	1992	11620	402877647	666.77	34672
1	Albany	5	Transportation & Public Utilities	1993	11874	408721234	661.93	34421
1	Albany	5	Transportation & Public Utilities	1994	12309	431397397	673.97	35046
1	Albany	5	Transportation & Public Utilities	1995	12656	436937388	663.93	34524
1	Albany	5	Transportation & Public Utilities	1996	13190	455919359	664.74	34566
1	Albany	5	Transportation & Public Utilities	1997	13551	485682776	689.23	35840
1	Albany	5	Transportation & Public Utilities	1998	13724	516431555	723.66	37630
1	Albany	5	Transportation & Public Utilities	1999	14191	538920319	730.33	37977
1	Albany	5	Transportation & Public Utilities	2000	15083	601323399	766.7	39869
1	Albany	6	Wholesale Trade	1975	8909	110438362	238.38	12396
1	Albany	6	Wholesale Trade	1976	9224	119070027	248.26	12909
1	Albany	6	Wholesale Trade	1977	9474	131236746	266.39	13852
1	Albany	6	Wholesale Trade	1978	9940	147533679	285.43	14843
1	Albany	6	Wholesale Trade	1979	10203	164946457	310.89	16166
1	Albany	6	Wholesale Trade	1980	9979	172880691	333.17	17325
1	Albany	6	Wholesale Trade	1981	9521	183553151	370.74	19278
1	Albany	6	Wholesale Trade	1982	9759	197735796	389.64	20261
1	Albany	6	Wholesale Trade	1983	9545	204276890	411.58	21402
1	Albany	6	Wholesale Trade	1984	9693	215975705	428.49	22281
1	Albany	6	Wholesale Trade	1985	9821	229604741	449.59	23379
1	Albany	6	Wholesale Trade	1986	10206	249696258	470.5	24466
1	Albany	6	Wholesale Trade	1987	10654	270678928	488.58	25406
1	Albany	6	Wholesale Trade	1988	11198	307937030	528.86	27501
1	Albany	6	Wholesale Trade	1989	11266	322379521	550.32	28617
1	Albany	6	Wholesale Trade	1990	11240	331453635	567.12	29490
1	Albany	6	Wholesale Trade	1991	10934	341772845	601.13	31259
1	Albany	6	Wholesale Trade	1992	10838	348907899	619.1	32193
1	Albany	6	Wholesale Trade	1993	10943	356675976	626.82	32594
1	Albany	6	Wholesale Trade	1994	10804	362755807	645.72	33578
1	Albany	6	Wholesale Trade	1995	10907	370680497	653.57	33986
1	Albany	6	Wholesale Trade	1996	10859	386900737	685.19	35630
1	Albany	6	Wholesale Trade	1997	10601	398618009	723.14	37603
1	Albany	6	Wholesale Trade	1998	10714	424342032	761.67	39607
1	Albany	6	Wholesale Trade	1999	10938	460486754	809.59	42098
1	Albany	6	Wholesale Trade	2000	11663	520379139	858.04	44618
1	Albany	7	Retail Trade	1975	21790	137197834	121.09	6296
1	Albany	7	Retail Trade	1976	22113	143840426	125.09	6505
1	Albany	7	Retail Trade	1977	22764	152697148	128.99	6708
1	Albany	7	Retail Trade	1978	24044	169128126	135.27	7034
1	Albany	7	Retail Trade	1979	25625	189444369	142.17	7393
1	Albany	7	Retail Trade	1980	24826	195327582	151.3	7868
1	Albany	7	Retail Trade	1981	24379	202576398	159.79	8309
1	Albany	7	Retail Trade	1982	24355	210752449	166.41	8653
1	Albany	7	Retail Trade	1983	25629	233554976	175.25	9113
1	Albany	7	Retail Trade	1984	28137	263391207	180.02	9361
1	Albany	7	Retail Trade	1985	29047	290645072	192.43	10006
1	Albany	7	Retail Trade	1986	30524	318892133	200.91	10447
1	Albany	7	Retail Trade	1987	30661	347428679	217.91	11331
1	Albany	7	Retail Trade	1988	31538	382813856	233.43	12138
1	Albany	7	Retail Trade	1989	31518	401182989	244.79	12729
1	Albany	7	Retail Trade	1990	32257	422146588	251.68	13087
1	Albany	7	Retail Trade	1991	31262	424163577	260.92	13568
1	Albany	7	Retail Trade	1992	30529	428600135	269.99	14039
1	Albany	7	Retail Trade	1993	29957	428736595	275.22	14312
1	Albany	7	Retail Trade	1994	31493	458014458	279.68	14543
1	Albany	7	Retail Trade	1995	33349	488508090	281.7	14649
1	Albany	7	Retail Trade	1996	32603	495235766	292.11	15190
1	Albany	7	Retail Trade	1997	32495	523501279	309.81	16110
1	Albany	7	Retail Trade	1998	32570	580501004	342.75	17823
1	Albany	7	Retail Trade	1999	33281	587940693	339.73	17666
1	Albany	7	Retail Trade	2000	32306	572270619	340.66	17714
1	Albany	8	"Finance,  Insurance & Real Estate"	1975	9222	89672232	186.99	9724
1	Albany	8	"Finance,  Insurance & Real Estate"	1976	9796	102814847	201.84	10496
1	Albany	8	"Finance,  Insurance & Real Estate"	1977	10334	113939195	212.02	11025
1	Albany	8	"Finance,  Insurance & Real Estate"	1978	10762	126084816	225.31	11716
1	Albany	8	"Finance,  Insurance & Real Estate"	1979	11117	139308488	240.99	12531
1	Albany	8	"Finance,  Insurance & Real Estate"	1980	11597	156586170	259.67	13503
1	Albany	8	"Finance,  Insurance & Real Estate"	1981	10919	161617422	284.64	14801
1	Albany	8	"Finance,  Insurance & Real Estate"	1982	11366	180102448	304.73	15846
1	Albany	8	"Finance,  Insurance & Real Estate"	1983	11821	203264682	330.69	17196
1	Albany	8	"Finance,  Insurance & Real Estate"	1984	12729	228017921	344.48	17913
1	Albany	8	"Finance,  Insurance & Real Estate"	1985	13694	264715584	371.74	19330
1	Albany	8	"Finance,  Insurance & Real Estate"	1986	14821	318947908	413.86	21521
1	Albany	8	"Finance,  Insurance & Real Estate"	1987	15629	359113456	441.87	22977
1	Albany	8	"Finance,  Insurance & Real Estate"	1988	17232	413317248	461.25	23985
1	Albany	8	"Finance,  Insurance & Real Estate"	1989	17553	427740396	468.63	24369
1	Albany	8	"Finance,  Insurance & Real Estate"	1990	17577	449530820	491.83	25575
1	Albany	8	"Finance,  Insurance & Real Estate"	1991	18377	510816826	534.56	27797
1	Albany	8	"Finance,  Insurance & Real Estate"	1992	18745	568287727	583.02	30317
1	Albany	8	"Finance,  Insurance & Real Estate"	1993	19154	619179522	621.65	32326
1	Albany	8	"Finance,  Insurance & Real Estate"	1994	18798	607343800	621.31	32308
1	Albany	8	"Finance,  Insurance & Real Estate"	1995	18512	595984117	619.13	32195
1	Albany	8	"Finance,  Insurance & Real Estate"	1996	18119	634106879	673.02	34997
1	Albany	8	"Finance,  Insurance & Real Estate"	1997	17996	673533542	719.73	37426
1	Albany	8	"Finance,  Insurance & Real Estate"	1998	17933	721172315	773.35	40214
1	Albany	8	"Finance,  Insurance & Real Estate"	1999	16624	716834247	829.24	43121
1	Albany	8	"Finance,  Insurance & Real Estate"	2000	16461	765887589	894.76	46528
1	Albany	9	Services	1975	32912	283284795	165.52	8607
1	Albany	9	Services	1976	34376	312067341	174.58	9078
1	Albany	9	Services	1977	36172	337263172	179.31	9324
1	Albany	9	Services	1978	43619	444587176	196.01	10192
1	Albany	9	Services	1979	45062	502173330	214.31	11144
1	Albany	9	Services	1980	48074	576793156	230.73	11998
1	Albany	9	Services	1981	48613	624765614	247.15	12852
1	Albany	9	Services	1982	49697	695078193	268.97	13986
1	Albany	9	Services	1983	51601	763332755	284.48	14793
1	Albany	9	Services	1984	54026	853481260	303.8	15798
1	Albany	9	Services	1985	56971	953352352	321.81	16734
1	Albany	9	Services	1986	58747	1039949269	340.43	17702
1	Albany	9	Services	1987	61473	1164440593	364.28	18942
1	Albany	9	Services	1988	63584	1290142235	390.2	20290
1	Albany	9	Services	1989	67383	1428325722	407.64	21197
1	Albany	9	Services	1990	69424	1572566519	435.61	22652
1	Albany	9	Services	1991	70028	1652827415	453.89	23602
1	Albany	9	Services	1992	73433	1788174789	468.29	24351
1	Albany	9	Services	1993	76222	1875626467	473.22	24607
1	Albany	9	Services	1994	78181	1983086522	487.79	25365
1	Albany	9	Services	1995	80041	2074586409	498.44	25919
1	Albany	9	Services	1996	79680	2192393876	529.13	27515
1	Albany	9	Services	1997	79974	2276272593	547.36	28463
1	Albany	9	Services	1998	82147	2485129860	581.77	30252
1	Albany	9	Services	1999	85638	2636521774	592.06	30787
1	Albany	9	Services	2000	88175	2867401858	625.37	32519
1	Albany	10	Public Administration	1975	32446	396077594	234.76	12207
1	Albany	10	Public Administration	1976	30798	387739394	242.11	12590
1	Albany	10	Public Administration	1977	32775	425701266	249.78	12988
1	Albany	10	Public Administration	1978	44875	555571171	238.08	12380
1	Albany	10	Public Administration	1979	46402	617978281	256.11	13318
1	Albany	10	Public Administration	1980	45787	683461633	287.06	14927
1	Albany	10	Public Administration	1981	47335	762435753	309.76	16107
1	Albany	10	Public Administration	1982	49014	887000510	348.02	18097
1	Albany	10	Public Administration	1983	47402	935902972	379.69	19744
1	Albany	10	Public Administration	1984	47486	1025271587	415.21	21591
1	Albany	10	Public Administration	1985	48388	1111065645	441.57	22962
1	Albany	10	Public Administration	1986	50418	1242415443	473.89	24642
1	Albany	10	Public Administration	1987	51770	1354602418	503.18	26166
1	Albany	10	Public Administration	1988	53822	1479458475	528.61	27488
1	Albany	10	Public Administration	1989	54379	1608727276	568.91	29584
1	Albany	10	Public Administration	1990	55791	1719847368	592.82	30827
1	Albany	10	Public Administration	1991	52035	1639085954	605.76	31500
1	Albany	10	Public Administration	1992	51527	1668152096	622.58	32374
1	Albany	10	Public Administration	1993	51443	1717114722	641.9	33379
1	Albany	10	Public Administration	1994	52041	1818594573	672.02	34945
1	Albany	10	Public Administration	1995	49201	1768795261	691.35	35950
1	Albany	10	Public Administration	1996	47796	1768561040	711.58	37002
1	Albany	10	Public Administration	1997	46740	1795952283	738.93	38424
1	Albany	10	Public Administration	1998	46297	1798730941	747.15	38852
1	Albany	10	Public Administration	1999	47765	1933569799	778.49	40481
1	Albany	10	Public Administration	2000	46962	2060431075	843.74	43875
3	Allegany	0	All Industries	1975	9062	83730877	177.68	9239
3	Allegany	0	All Industries	1976	9123	90190485	190.12	9886
3	Allegany	0	All Industries	1977	8986	94779803	202.84	10548
3	Allegany	0	All Industries	1978	11869	124820076	202.24	10516
3	Allegany	0	All Industries	1979	12957	138002146	204.82	10651
3	Allegany	0	All Industries	1980	12585	151616625	231.67	12047
3	Allegany	0	All Industries	1981	12666	167206944	253.88	13202
3	Allegany	0	All Industries	1982	12083	170031400	270.62	14072
3	Allegany	0	All Industries	1983	11601	167296873	277.33	14421
3	Allegany	0	All Industries	1984	11746	176849897	289.54	15056
3	Allegany	0	All Industries	1985	11989	185949913	298.28	15510
3	Allegany	0	All Industries	1986	11875	194497127	314.98	16379
3	Allegany	0	All Industries	1987	12503	218320034	335.81	17462
3	Allegany	0	All Industries	1988	13161	237034464	346.34	18010
3	Allegany	0	All Industries	1989	13637	256793508	362.13	18831
3	Allegany	0	All Industries	1990	13943	278081695	383.54	19944
3	Allegany	0	All Industries	1991	13686	283785035	398.77	20736
3	Allegany	0	All Industries	1992	13458	290582726	415.24	21593
3	Allegany	0	All Industries	1993	13414	300879417	431.34	22430
3	Allegany	0	All Industries	1994	13583	311633476	441.2	22943
3	Allegany	0	All Industries	1995	13877	316734472	438.93	22824
3	Allegany	0	All Industries	1996	13964	331177124	456.08	23716
3	Allegany	0	All Industries	1997	13753	338494630	473.32	24613
3	Allegany	0	All Industries	1998	13653	343590062	483.97	25167
3	Allegany	0	All Industries	1999	13769	347685409	485.6	25251
3	Allegany	0	All Industries	2000	13800	362216921	504.78	26248
3	Allegany	1	"Agriculture, Mining & Unclassified"	1975	268	2652035	190.01	9880
3	Allegany	1	"Agriculture, Mining & Unclassified"	1976	258	2524937	188.39	9796
3	Allegany	1	"Agriculture, Mining & Unclassified"	1977	261	2783023	204.93	10656
3	Allegany	1	"Agriculture, Mining & Unclassified"	1978	214	2337311	209.63	10901
3	Allegany	1	"Agriculture, Mining & Unclassified"	1979	205	2382290	223.84	11640
3	Allegany	1	"Agriculture, Mining & Unclassified"	1980	214	2767226	248.87	12941
3	Allegany	1	"Agriculture, Mining & Unclassified"	1981	195	2876917	283.11	14722
3	Allegany	1	"Agriculture, Mining & Unclassified"	1982	193	3034412	302.74	15743
3	Allegany	1	"Agriculture, Mining & Unclassified"	1983	177	2952041	321.04	16694
3	Allegany	1	"Agriculture, Mining & Unclassified"	1984	169	2889640	329.3	17124
3	Allegany	1	"Agriculture, Mining & Unclassified"	1985	171	2644628	298	15496
3	Allegany	1	"Agriculture, Mining & Unclassified"	1986	152	2598962	328.1	17061
3	Allegany	1	"Agriculture, Mining & Unclassified"	1987	144	3273053	436.85	22716
3	Allegany	1	"Agriculture, Mining & Unclassified"	1988	138	3006735	418.75	21775
3	Allegany	1	"Agriculture, Mining & Unclassified"	1989	151	4174350	532.22	27675
3	Allegany	1	"Agriculture, Mining & Unclassified"	1990	172	5073724	568.93	29584
3	Allegany	1	"Agriculture, Mining & Unclassified"	1991	177	6131949	667.48	34709
3	Allegany	1	"Agriculture, Mining & Unclassified"	1992	132	3759126	549.04	28550
3	Allegany	1	"Agriculture, Mining & Unclassified"	1993	197	6660332	651	33852
3	Allegany	1	"Agriculture, Mining & Unclassified"	1994	174	5987478	663.65	34510
3	Allegany	1	"Agriculture, Mining & Unclassified"	1995	166	4109847	475.4	24721
3	Allegany	1	"Agriculture, Mining & Unclassified"	1996	240	9691741	776.85	40396
3	Allegany	1	"Agriculture, Mining & Unclassified"	1997	180	5627497	600.67	31235
3	Allegany	1	"Agriculture, Mining & Unclassified"	1998	182	5532133	584.81	30410
3	Allegany	1	"Agriculture, Mining & Unclassified"	1999	216	5054305	449.13	23355
3	Allegany	1	"Agriculture, Mining & Unclassified"	2000	273	7988512	563.25	29289
3	Allegany	3	Construction	1975	284	3207829	216.9	11279
3	Allegany	3	Construction	1976	314	3766515	230.92	12008
3	Allegany	3	Construction	1977	316	3849836	234.41	12189
3	Allegany	3	Construction	1978	378	5058288	257.34	13382
3	Allegany	3	Construction	1979	452	6610443	281.25	14625
3	Allegany	3	Construction	1980	403	6294909	300.7	15636
3	Allegany	3	Construction	1981	400	7243762	347.9	18091
3	Allegany	3	Construction	1982	396	7994861	388.66	20210
3	Allegany	3	Construction	1983	374	7247921	372.77	19384
3	Allegany	3	Construction	1984	408	7904224	372.94	19393
3	Allegany	3	Construction	1985	443	10043786	435.84	22664
3	Allegany	3	Construction	1986	439	9613382	420.96	21890
3	Allegany	3	Construction	1987	448	10195198	438.13	22783
3	Allegany	3	Construction	1988	413	9683502	450.81	23442
3	Allegany	3	Construction	1989	390	9774384	481.46	25036
3	Allegany	3	Construction	1990	521	13432150	495.56	25769
3	Allegany	3	Construction	1991	447	10900612	469.4	24409
3	Allegany	3	Construction	1992	392	9297929	456.72	23749
3	Allegany	3	Construction	1993	440	11217501	490.28	25494
3	Allegany	3	Construction	1994	476	13482422	544.51	28315
3	Allegany	3	Construction	1995	411	10806171	505.21	26271
3	Allegany	3	Construction	1996	431	11145464	497.78	25885
3	Allegany	3	Construction	1997	457	12869084	541.64	28165
3	Allegany	3	Construction	1998	393	11128441	544.78	28329
3	Allegany	3	Construction	1999	389	11083451	547.34	28462
3	Allegany	3	Construction	2000	395	11662604	568.28	29551
3	Allegany	4	Manufacturing	1975	3450	38992234	217.36	11303
3	Allegany	4	Manufacturing	1976	3410	41819325	235.81	12262
3	Allegany	4	Manufacturing	1977	3286	44213260	258.72	13454
3	Allegany	4	Manufacturing	1978	3337	48085468	277.15	14412
3	Allegany	4	Manufacturing	1979	3448	52726008	294.09	15293
3	Allegany	4	Manufacturing	1980	3361	56825260	325.14	16907
3	Allegany	4	Manufacturing	1981	3527	65295986	356.06	18515
3	Allegany	4	Manufacturing	1982	3158	61568796	374.99	19499
3	Allegany	4	Manufacturing	1983	2674	53409134	384.06	19971
3	Allegany	4	Manufacturing	1984	2627	55210282	404.18	21017
3	Allegany	4	Manufacturing	1985	2641	57128881	416.07	21636
3	Allegany	4	Manufacturing	1986	2593	58412679	433.24	22529
3	Allegany	4	Manufacturing	1987	2934	70124616	459.64	23901
3	Allegany	4	Manufacturing	1988	3310	77598389	450.91	23447
3	Allegany	4	Manufacturing	1989	3365	83513989	477.28	24818
3	Allegany	4	Manufacturing	1990	3330	87949105	507.97	26414
3	Allegany	4	Manufacturing	1991	3216	88290139	527.98	27455
3	Allegany	4	Manufacturing	1992	3038	88158829	558.04	29018
3	Allegany	4	Manufacturing	1993	2942	89321826	583.91	30363
3	Allegany	4	Manufacturing	1994	2932	92247838	604.96	31458
3	Allegany	4	Manufacturing	1995	3042	95974359	606.68	31547
3	Allegany	4	Manufacturing	1996	3109	99091997	612.87	31869
3	Allegany	4	Manufacturing	1997	2956	100251615	652.26	33917
3	Allegany	4	Manufacturing	1998	2955	102363875	666.27	34646
3	Allegany	4	Manufacturing	1999	2831	99921793	678.74	35295
3	Allegany	4	Manufacturing	2000	2802	103092712	707.51	36790
3	Allegany	5	Transportation & Public Utilities	1975	249	3130837	241.96	12582
3	Allegany	5	Transportation & Public Utilities	1976	344	4674284	261.31	13588
3	Allegany	5	Transportation & Public Utilities	1977	320	4746173	285.3	14836
3	Allegany	5	Transportation & Public Utilities	1978	349	5427561	299.07	15552
3	Allegany	5	Transportation & Public Utilities	1979	379	6061950	307.45	15988
3	Allegany	5	Transportation & Public Utilities	1980	379	6774062	344.02	17889
3	Allegany	5	Transportation & Public Utilities	1981	362	7203908	382.87	19909
3	Allegany	5	Transportation & Public Utilities	1982	362	7777648	413.56	21505
3	Allegany	5	Transportation & Public Utilities	1983	370	7832460	407.28	21178
3	Allegany	5	Transportation & Public Utilities	1984	392	8756341	429.3	22323
3	Allegany	5	Transportation & Public Utilities	1985	402	9418000	450.07	23404
3	Allegany	5	Transportation & Public Utilities	1986	397	9209760	446.22	23203
